; year ; step ; area ; age ; length ; number
1985	1	allareas	2	len20-21	4
1985	1	allareas	3	len20-21	3
1985	1	allareas	2	len22-23	1
1985	1	allareas	3	len22-23	12
1985	1	allareas	4	len22-23	4
1985	1	allareas	3	len24-25	3
1985	1	allareas	4	len24-25	15
1985	1	allareas	5	len24-25	2
1985	1	allareas	7	len24-25	1
1985	1	allareas	3	len26-27	4
1985	1	allareas	4	len26-27	10
1985	1	allareas	5	len26-27	6
1985	1	allareas	3	len28-29	4
1985	1	allareas	4	len28-29	17
1985	1	allareas	5	len28-29	13
1985	1	allareas	6	len28-29	4
1985	1	allareas	7	len28-29	1
1985	1	allareas	4	len30-31	3
1985	1	allareas	5	len30-31	15
1985	1	allareas	6	len30-31	9
1985	1	allareas	4	len32-33	7
1985	1	allareas	5	len32-33	14
1985	1	allareas	6	len32-33	14
1985	1	allareas	7	len32-33	1
1985	1	allareas	4	len34-35	2
1985	1	allareas	5	len34-35	10
1985	1	allareas	6	len34-35	11
1985	1	allareas	7	len34-35	5
1985	1	allareas	5	len36-37	11
1985	1	allareas	6	len36-37	17
1985	1	allareas	7	len36-37	8
1985	1	allareas	9	len36-37	1
1985	1	allareas	5	len38-39	7
1985	1	allareas	6	len38-39	7
1985	1	allareas	7	len38-39	7
1985	1	allareas	8	len38-39	2
1985	1	allareas	5	len40-41	2
1985	1	allareas	6	len40-41	17
1985	1	allareas	7	len40-41	11
1985	1	allareas	8	len40-41	3
1985	1	allareas	11	len40-41	1
1985	1	allareas	6	len42-43	13
1985	1	allareas	7	len42-43	19
1985	1	allareas	8	len42-43	7
1985	1	allareas	5	len44-45	1
1985	1	allareas	6	len44-45	13
1985	1	allareas	7	len44-45	15
1985	1	allareas	8	len44-45	10
1985	1	allareas	9	len44-45	1
1985	1	allareas	6	len46-47	4
1985	1	allareas	7	len46-47	11
1985	1	allareas	8	len46-47	12
1985	1	allareas	9	len46-47	11
1985	1	allareas	10	len46-47	1
1985	1	allareas	4	len48-49	1
1985	1	allareas	6	len48-49	3
1985	1	allareas	7	len48-49	16
1985	1	allareas	8	len48-49	13
1985	1	allareas	9	len48-49	10
1985	1	allareas	10	len48-49	5
1985	1	allareas	11	len48-49	1
1985	1	allareas	6	len50-51	2
1985	1	allareas	7	len50-51	10
1985	1	allareas	8	len50-51	15
1985	1	allareas	9	len50-51	12
1985	1	allareas	10	len50-51	1
1985	1	allareas	7	len52-53	1
1985	1	allareas	8	len52-53	10
1985	1	allareas	9	len52-53	12
1985	1	allareas	10	len52-53	5
1985	1	allareas	11	len52-53	1
1985	1	allareas	8	len54-55	9
1985	1	allareas	9	len54-55	7
1985	1	allareas	10	len54-55	4
1985	1	allareas	11	len54-55	2
1985	1	allareas	8	len56-57	7
