45  1.000000
50  1.000000
55  1.000000
60  1.471429
65  1.955326
70  2.177903
75  2.930013
80  3.308559
85  4.029095
90  4.791511
95  5.470326
100  6.555789
105  7.742318
110  8.989389
115 10.060725
120 11.242742
125 12.264506
130 13.390542
135 14.670068
140 16.143890
145 17.647919
150 19.717042
155 21.855072
160 24.947368
165 30.000000
170 28.000000
