;
; Reference length-weight relationship for the haddock example
;
;length weight
1	1.13832382155755e-05
2	9.44857417240798e-05
3	0.000325840884275184
4	0.000784272034027549
5	0.00155006884211877
6	0.00270461858495108
7	0.004330190501456
8	0.00650979303474055
9	0.0093270719504016
10	0.0128662337989711
11	0.0172119862233927
12	0.0224494900519759
13	0.0286643199697749
14	0.0359424316339804
15	0.0443701337561663
16	0.0540340640957599
17	0.0650211685898156
18	0.0774186830371098
19	0.0913141168908102
20	0.106795238812434
21	0.123950063712437
22	0.142866841057291
23	0.163634044264535
24	0.186340361039441
25	0.211074684532194
26	0.237926105214483
27	0.2669839033904
28	0.298337542269556
29	0.332076661540846
30	0.368291071394052
31	0.407070746943641
32	0.448505823015163
33	0.492686589259701
34	0.539703485566086
35	0.589647097744256
36	0.642608153456178
37	0.69867751837348
38	0.757946192543185
39	0.820505306944952
40	0.886446120224933
41	0.955860015592918
42	1.02883849787066
43	1.10547319068055
44	1.18585583376478
45	1.27007828042598
46	1.35823249508127
47	1.45041055092219
48	1.54670462767384
49	1.6472070094469
50	1.75201008267683
51	1.86120633414507
52	1.97488834907733
53	2.09314880931458
54	2.21608049155253
55	2.34377626564584
56	2.47632909297356
57	2.61383202486243
58	2.75637820106506
59	2.75637820106506
60	2.75637820106506
61	2.75637820106506
62	2.75637820106506
63	2.75637820106506
64	2.75637820106506
65	2.75637820106506
66	2.75637820106506
67	2.75637820106506
68	2.75637820106506
