; year ; step ; area ; age ; length ; number
1984	1	allareas	7	len40-41	1
1984	1	allareas	5	len42-43	1
1984	1	allareas	7	len44-45	1
1984	1	allareas	8	len44-45	1
1984	1	allareas	5	len46-47	3
1984	1	allareas	6	len46-47	8
1984	1	allareas	7	len46-47	3
1984	1	allareas	8	len46-47	1
1984	1	allareas	5	len48-49	1
1984	1	allareas	6	len48-49	3
1984	1	allareas	7	len48-49	3
1984	1	allareas	8	len48-49	3
1984	1	allareas	9	len48-49	2
1984	1	allareas	6	len50-51	2
1984	1	allareas	7	len50-51	6
1984	1	allareas	8	len50-51	7
1984	1	allareas	9	len50-51	1
1984	1	allareas	5	len52-53	1
1984	1	allareas	6	len52-53	1
1984	1	allareas	7	len52-53	7
1984	1	allareas	8	len52-53	6
1984	1	allareas	9	len52-53	3
1984	1	allareas	7	len54-55	1
1984	1	allareas	8	len54-55	5
1984	1	allareas	9	len54-55	1
1984	1	allareas	8	len56-57	3
1984	1	allareas	9	len56-57	1
1984	1	allareas	8	len58-59	1
1984	1	allareas	9	len58-59	1
1984	1	allareas	8	len60-61	2
1984	1	allareas	9	len60-61	3
1984	1	allareas	10	len60-61	2
1984	1	allareas	8	len64-65	2
1984	1	allareas	9	len66-67	1
1984	1	allareas	10	len70-71	1
1984	1	allareas	11	len74-75	1
1984	1	allareas	12	len78-79	1
1995	1	allareas	6	len34-35	1
1995	1	allareas	5	len40-41	1
1995	1	allareas	6	len40-41	2
1995	1	allareas	8	len40-41	1
1995	1	allareas	5	len42-43	2
1995	1	allareas	6	len42-43	9
1995	1	allareas	7	len42-43	1
1995	1	allareas	8	len42-43	1
1995	1	allareas	5	len44-45	3
1995	1	allareas	6	len44-45	7
1995	1	allareas	7	len44-45	3
1995	1	allareas	8	len44-45	1
1995	1	allareas	5	len46-47	4
1995	1	allareas	6	len46-47	5
1995	1	allareas	7	len46-47	8
1995	1	allareas	8	len46-47	1
1995	1	allareas	5	len48-49	1
1995	1	allareas	6	len48-49	9
1995	1	allareas	7	len48-49	8
1995	1	allareas	8	len48-49	3
1995	1	allareas	6	len50-51	4
1995	1	allareas	7	len50-51	15
1995	1	allareas	8	len50-51	2
1995	1	allareas	9	len50-51	3
1995	1	allareas	6	len52-53	1
1995	1	allareas	7	len52-53	10
1995	1	allareas	8	len52-53	12
1995	1	allareas	10	len52-53	1
1995	1	allareas	6	len54-55	3
1995	1	allareas	7	len54-55	7
1995	1	allareas	8	len54-55	11
1995	1	allareas	9	len54-55	3
1995	1	allareas	10	len54-55	2
1995	1	allareas	6	len56-57	1
1995	1	allareas	7	len56-57	8
1995	1	allareas	8	len56-57	10
1995	1	allareas	9	len56-57	9
1995	1	allareas	7	len58-59	1
1995	1	allareas	8	len58-59	5
1995	1	allareas	9	len58-59	4
1995	1	allareas	10	len58-59	2
1995	1	allareas	7	len60-61	2
1995	1	allareas	8	len60-61	2
1995	1	allareas	9	len60-61	4
1995	1	allareas	10	len60-61	3
1995	1	allareas	7	len62-63	1
1995	1	allareas	9	len62-63	2
1995	1	allareas	10	len62-63	8
1995	1	allareas	11	len62-63	3
1995	1	allareas	10	len64-65	1
1995	1	allareas	10	len66-67	3
1995	1	allareas	12	len70-71	1
1995	1	allareas	9	len72-73	1
1995	1	allareas	12	len74-75	1
1995	1	allareas	11	len78-79	1
1995	2	allareas	6	len48-49	2
1995	2	allareas	7	len50-51	1
1995	2	allareas	7	len52-53	3
1995	2	allareas	8	len52-53	1
1995	2	allareas	9	len52-53	1
1995	2	allareas	6	len54-55	1
1995	2	allareas	7	len54-55	2
1995	2	allareas	9	len54-55	2
1995	2	allareas	8	len56-57	2
1995	2	allareas	8	len58-59	2
1995	2	allareas	9	len64-65	1
1995	2	allareas	10	len64-65	1
1995	2	allareas	6	len66-67	1
1995	2	allareas	7	len66-67	1
1995	2	allareas	10	len66-67	1
1995	3	allareas	5	len40-41	1
1995	3	allareas	5	len42-43	1
1995	3	allareas	7	len42-43	1
1995	3	allareas	5	len44-45	1
1995	3	allareas	6	len44-45	3
1995	3	allareas	7	len44-45	1
1995	3	allareas	5	len46-47	1
1995	3	allareas	6	len46-47	1
1995	3	allareas	7	len46-47	2
1995	3	allareas	6	len48-49	1
1995	3	allareas	7	len48-49	7
1995	3	allareas	8	len48-49	2
1995	3	allareas	7	len50-51	5
1995	3	allareas	8	len50-51	1
1995	3	allareas	7	len52-53	2
1995	3	allareas	8	len52-53	2
1995	3	allareas	6	len54-55	2
1995	3	allareas	7	len54-55	1
1995	3	allareas	8	len54-55	3
1995	3	allareas	9	len54-55	2
1995	3	allareas	7	len56-57	4
1995	3	allareas	8	len56-57	5
1995	3	allareas	6	len58-59	2
1995	3	allareas	7	len58-59	1
1995	3	allareas	8	len58-59	2
1995	3	allareas	9	len58-59	1
1995	3	allareas	10	len58-59	1
1995	3	allareas	12	len58-59	1
1995	3	allareas	9	len60-61	5
1995	3	allareas	10	len60-61	1
1995	3	allareas	7	len62-63	1
1995	3	allareas	9	len62-63	2
1995	3	allareas	10	len62-63	3
1995	3	allareas	11	len62-63	1
1995	3	allareas	9	len64-65	2
1995	3	allareas	10	len64-65	1
1995	3	allareas	11	len64-65	1
1995	3	allareas	9	len66-67	1
1995	3	allareas	9	len68-69	1
1995	3	allareas	10	len68-69	2
1995	3	allareas	11	len68-69	1
1995	3	allareas	12	len68-69	1
1995	3	allareas	10	len72-73	1
1995	4	allareas	5	len40-41	1
1995	4	allareas	5	len42-43	1
1995	4	allareas	6	len42-43	1
1995	4	allareas	5	len44-45	1
1995	4	allareas	6	len44-45	4
1995	4	allareas	7	len44-45	1
1995	4	allareas	8	len44-45	2
1995	4	allareas	5	len46-47	2
1995	4	allareas	6	len46-47	3
1995	4	allareas	7	len46-47	3
1995	4	allareas	8	len46-47	4
1995	4	allareas	5	len48-49	2
1995	4	allareas	6	len48-49	8
1995	4	allareas	7	len48-49	14
1995	4	allareas	8	len48-49	4
1995	4	allareas	5	len50-51	2
1995	4	allareas	6	len50-51	4
1995	4	allareas	7	len50-51	9
1995	4	allareas	8	len50-51	6
1995	4	allareas	9	len50-51	1
1995	4	allareas	5	len52-53	2
1995	4	allareas	6	len52-53	7
1995	4	allareas	7	len52-53	9
1995	4	allareas	8	len52-53	5
1995	4	allareas	9	len52-53	3
1995	4	allareas	6	len54-55	4
1995	4	allareas	7	len54-55	5
1995	4	allareas	8	len54-55	12
1995	4	allareas	9	len54-55	3
1995	4	allareas	6	len56-57	4
1995	4	allareas	7	len56-57	2
1995	4	allareas	8	len56-57	12
1995	4	allareas	9	len56-57	4
1995	4	allareas	10	len56-57	1
1995	4	allareas	6	len58-59	3
1995	4	allareas	7	len58-59	4
1995	4	allareas	8	len58-59	10
1995	4	allareas	9	len58-59	2
1995	4	allareas	7	len60-61	1
1995	4	allareas	8	len60-61	1
