 1974       1    1  comm  76691815
 1974       2    1  comm  69986731
 1974       3    1  comm  30589294
 1974       4    1  comm  64432161
 1975       1    1  comm  77741074
 1975       2    1  comm  46488630
 1975       3    1  comm  43643485
 1975       4    1  comm  33526811
 1976       1    1  comm  58379568
 1976       2    1  comm  53826932
 1976       3    1  comm  24044793
 1976       4    1  comm  58548706
 1977       1    1  comm  69112817
 1977       2    1  comm  48601944
 1977       3    1  comm  24682390
 1977       4    1  comm  38402850
 1978       1    1  comm  46609878
 1978       2    1  comm  53956951
 1978       3    1  comm  15304239
 1978       4    1  comm  16528933
 1979       1    1  comm  21052152
 1979       2    1  comm  25206569
 1979       3    1  comm  10142562
 1979       4    1  comm  20698717
 1980       1    1  comm  30789808
 1980       2    1  comm  12077057
 1980       3    1  comm   5135185
 1980       4    1  comm  10097950
 1981       1    1  comm   8874320
 1981       2    1  comm   7326715
 1981       3    1  comm   6847730
 1981       4    1  comm  26251234
 1982       1    1  comm  31879315
 1982       2    1  comm   5402321
 1982       3    1  comm   2897127
 1982       4    1  comm   8521237
 1983       1    1  comm   6008464
 1983       2    1  comm   2765940
 1983       3    1  comm   2748195
 1983       4    1  comm  25777401
 1984       1    1  comm  27069326
 1984       2    1  comm   2333194
 1984       3    1  comm   3616732
 1984       4    1  comm  19580748
 1985       1    1  comm  37278018
 1985       2    1  comm   8243141
 1985       3    1  comm   2985181
 1985       4    1  comm  20993660
 1986       1    1  comm  37346815
 1986       2    1  comm  17319459
 1986       3    1  comm   4942875
 1986       4    1  comm  16190850
 1987       1    1  comm  40752837
 1987       2    1  comm  32265887
 1987       3    1  comm   1730734
 1987       4    1  comm  13550542
 1988       1    1  comm  51171733
 1988       2    1  comm  15529646
 1988       3    1  comm   1698846
 1988       4    1  comm  11899775
 1989       1    1  comm  44124454
 1989       2    1  comm  17746024
 1989       3    1  comm   4420052
 1989       4    1  comm  19509470
 1990       1    1  comm  33842251
 1990       2    1  comm  30774452
 1990       3    1  comm   6788354
 1990       4    1  comm  14194942
 1991       1    1  comm  48971488
 1991       2    1  comm  27660842
 1991       3    1  comm   1979173
 1991       4    1  comm  24588497
 1992       1    1  comm  73518829
 1992       2    1  comm  29618341
 1992       3    1  comm   6427299
 1992       4    1  comm  32635532
 1993       1    1  comm  78215702
 1993       2    1  comm  45685316
 1993       3    1  comm   6778950
 1993       4    1  comm  47420032
 1994       1    1  comm 122981918
 1994       2    1  comm  93224738
 1994       3    1  comm  14528628
 1994       4    1  comm  57964715
 1995       1    1  comm 113366782
 1995       2    1  comm  87018151
 1995       3    1  comm  11795033
 1995       4    1  comm 100820033
 1996       1    1  comm 225059393
 1996       2    1  comm  94553879
 1996       3    1  comm  20039850
 1996       4    1  comm 101446878
 1997       1    1  comm 242469778
 1997       2    1  comm 121406096
 1997       3    1  comm  24880088
 1997       4    1  comm 140644037
 1998       1    1  comm 228503581
 1998       2    1  comm 112112735
 1998       3    1  comm  29138974
 1998       4    1  comm 101044710
 1999       1    1  comm 192971729
 1999       2    1  comm  88760127
 1999       3    1  comm  27665105
 1999       4    1  comm 112003039
 2000       1    1  comm 165844762
 2000       2    1  comm 100702933
 2000       3    1  comm  26465539
 2000       4    1  comm  96086766
 2001       1    1  comm 178631164
 2001       2    1  comm  77801407
 2001       3    1  comm  17359416
 2001       4    1  comm  68408013
 2002       1    1  comm 138560810
 2002       2    1  comm 101631483
 2002       3    1  comm  22336099
 2002       4    1  comm  80671608
 2003       1    1  comm 153812061
 2003       2    1  comm  81766076
 2003       3    1  comm  15431474
 2003       4    1  comm  57290388
 2004       1    1  comm 168995481
 2004       2    1  comm  93911341
 2004       3    1  comm  21332462
 2004       4    1  comm  89460716
 2005       1    1  comm 189145400
 2005       2    1  comm 107217346
 2005       3    1  comm  24498015
 2005       4    1  comm  84439240
 2006       1    1  comm 177483929
 2006       2    1  comm  95811869
 2006       3    1  comm  19514214
 2006       4    1  comm  59289989
 2007       1    1  comm 174745158
 2007       2    1  comm 103093005
 2007       3    1  comm  17984579
 2007       4    1  comm  92577258
 2008       1    1  comm 181848168
 2008       2    1  comm  76631551
 2008       3    1  comm  25786410
 2008       4    1  comm  96233871
 2009       1    1  comm 245175793
 2009       2    1  comm  72479431
 2009       3    1  comm  17265669
 2009       4    1  comm  72179107
 2010       1    1  comm 155340594
 2010       2    1  comm  81446483
 2010       3    1  comm  16218406
 2010       4    1  comm  88494517
 2011       1    1  comm 127521400
 2011       2    1  comm  70092100
 2011       3    1  comm  13183800
 2011       4    1  comm  52992100
 2012       1    1  comm 111638891
 2012       2    1  comm  65455808
 2012       3    1  comm  10978199
 2012       4    1  comm  38580390
 2013       1    1  comm 145631772
 2013       2    1  comm  77074337
 2013       3    1  comm  10129334
 2013       4    1  comm  39485122
 1974 4  1 bias 1000
 1975 4  1 bias 1000
 1976 4  1 bias 1000
 1977 4  1 bias 1000
 1978 4  1 bias 1000
 1979 4  1 bias 1000
 1980 4  1 bias 1000
 1981 4  1 bias 1000
 1982 4  1 bias 1000
 1983 4  1 bias 1000
 1984 4  1 bias 1000
 1985 4  1 bias 1000
 1986 4  1 bias 1000
 1987 4  1 bias 1000
 1988 4  1 bias 1000
 1989 4  1 bias 1000
 1990 4  1 bias 1000
 1991 4  1 bias 1000
 1992 4  1 bias 1000
 1993 4  1 bias 1000
 1994 4  1 bias 1000
 1995 4  1 bias 1000
 1996 4  1 bias 1000
 1997 4  1 bias 1000
 1998 4  1 bias 1000
 1999 4  1 bias 1000
 2000 4  1 bias 1000
 2001 4  1 bias 1000
 2002 4  1 bias 1000
 2003 4  1 bias 1000
 2004 4  1 bias 1000
 2005 4  1 bias 1000
 2006 4  1 bias 1000
 2007 4  1 bias 1000
 2008 4  1 bias 1000
 2009 4  1 bias 1000
 2010 4  1 bias 1000
 2011 4  1 bias 1000
 2012 4  1 bias 1000
 2013 4  1 bias 1000       
